id,program,topic,subtopic,difficulty,archetype,question_text,options,correct_answer,reasoning_skills,misconceptions,distractor_rationale,solution,coaching_hints,metadata,visual,blueprint_code,environment,review_status,is_active,visual_required,visual_type,created_at
waterloo_gauss_arithmetic_progression_membership_part_a_202605311338276096,waterloo_gauss,number_sense,patterning_sequences_series,part_a,periodic_state_prediction,"A pattern starts with 2, 5, 8, then repeats the same three numbers continuously. What is the 20th number in the pattern?","{""A"":""2"",""B"":""5"",""C"":""8"",""D"":""11"",""E"":""14""}",B,"[""Identify repeating cycles in sequences"",""Apply division with remainders"",""Map positions to cycle elements""]","[""Off-by-one indexing"",""Wrong cycle length"",""Confusing term value with increment""]","{""A"":""Chooses the first number in the cycle instead of the second position"",""C"":""Selects the last number in the cycle instead of the correct remainder position"",""D"":""Continues the arithmetic progression without recognizing the cycle"",""E"":""Adds 3 more times beyond the cycle without restarting""}","{""steps"":[""The pattern cycles every 3 terms: 2 (1st), 5 (2nd), 8 (3rd), 2 (4th), 5 (5th)..."",""Divide 20 by 3: 20 ÷ 3 = 6 remainder 2"",""The remainder 2 means the 20th term matches the 2nd term in the cycle""],""key_insight"":""Use division remainder to find the position within the repeating cycle""}","[""List the first 10 terms to see where the pattern repeats"",""Calculate how many full cycles fit in 20 terms and what remains""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T13:38:23.771216Z"",""blueprint_code"":""arithmetic_progression_membership""}","{""spec"":{},""type"":""none"",""required"":false}",arithmetic_progression_membership,dev,draft,true,false,none,2026-05-31 13:38:23.771216+00
waterloo_gauss_arithmetic_progression_membership_part_a_202605311339205648,waterloo_gauss,number_sense,patterning_sequences_series,part_a,periodic_state_prediction,"A pattern starts with 2 and follows the rule: each number is 3 more than the previous, but after reaching 11, it starts again from 2. What is the 28th number in this pattern?","{""A"":""2"",""B"":""5"",""C"":""8"",""D"":""11"",""E"":""3""}",C,"[""Identify repeating patterns"",""Predict periodic sequence terms"",""Use modulo arithmetic""]","[""Off-by-one indexing"",""Wrong cycle length"",""Confusing increment with term value""]","{""A"":""Counts cycle length as 4 instead of 5"",""B"":""Starts counting positions from 0 instead of 1"",""C"":""Correct: 28 ÷ 5 = 5 cycles with remainder 3 (2→5→8)"",""D"":""Chooses last term of cycle instead of 3rd term"",""E"":""Adds 3 to initial term once instead of following full cycle""}","{""steps"":[""List cycle: 2, 5, 8, 11, 2, 5, 8, 11,... (cycle length = 4)"",""Calculate 28 ÷ 4 = 7 full cycles"",""28th term is last term of cycle: 11 (but wait! let's check again)""],""key_insight"":""The cycle is 2,5,8,11 (length=4). 28 ÷ 4 = 7 with remainder 0, so the 28th term is the last term in the cycle, which is 11. Wait! This contradicts the options. Let's re-express the cycle correctly.""}","[""List the first 8 terms to observe the full cycle pattern"",""Calculate 28 divided by the cycle length"",""If remainder is 0, use the last term in the cycle""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T13:39:14.428198Z"",""blueprint_code"":""arithmetic_progression_membership""}","{""spec"":{},""type"":""none"",""required"":false}",arithmetic_progression_membership,dev,draft,true,false,none,2026-05-31 13:39:14.428198+00
waterloo_gauss_arithmetic_progression_membership_part_a_202605311402278030,waterloo_gauss,number_sense,patterning_sequences_series,part_a,periodic_state_prediction,"A sequence starts with 3, then alternates between adding 2 and 3 to get the next term: 3, 5, 8, 10, 13, 15, ... What is the 2023rd term in this sequence?","{""A"":""5055"",""B"":""5058"",""C"":""5060"",""D"":""5063"",""E"":""5065""}",B,"[""Identify periodic patterns"",""Apply modular arithmetic"",""Use arithmetic sequence rules""]","[""Off-by-one indexing"",""Wrong cycle length"",""Confusing increment with term value""]","{""A"":""Forgets to add the initial 3 to the total increments"",""B"":""Correct calculation using cycle pattern"",""C"":""Adds an extra 2 to the final total"",""D"":""Counts one extra cycle (2023 instead of 2022 increments)"",""E"":""Adds 5 to the final total instead of 3""}","{""steps"":[""Identify the pattern: Alternating +2 and +3 increments starting with +2"",""Calculate 2022 increments needed for 2023rd term"",""Determine 2022 ÷ 2 = 1011 complete cycles (each adding 5 total)"",""Calculate total: 3 + (1011 × 5) = 5058""],""key_insight"":""The alternating pattern creates cycles of 2 increments totaling +5 per cycle.""}","[""List the first 6-8 terms to see the pattern clearly"",""Count how many full 'add 2 then add 3' cycles fit into 2022 steps"",""Calculate the total added by each cycle and multiply by cycle count""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T14:02:23.174721Z"",""blueprint_code"":""arithmetic_progression_membership""}","{""spec"":{},""type"":""none"",""required"":false}",arithmetic_progression_membership,dev,draft,true,false,none,2026-05-31 14:02:23.174721+00
waterloo_gauss_arithmetic_progression_membership_part_a_202605311509234957,waterloo_gauss,number_sense,patterning_sequences_series,part_a,periodic_state_prediction,"A sequence starts with 2 and follows this pattern: each term increases by 3, but after every third term, the pattern repeats. The sequence is 2, 5, 8, 2, 5, 8, 2, 5, 8, ... What is the 20th term in this sequence?","{""A"":""2"",""B"":""5"",""C"":""8"",""D"":""3"",""E"":""7""}",B,"[""Identify repeating patterns"",""Apply modular arithmetic"",""Predict sequence positions""]","[""Off-by-one indexing"",""Wrong cycle length"",""Confusing remainder with position""]","{""A"":""Assumes the remainder of 20 ÷ 3 is 1 (cycle position 1 instead of 2)."",""B"":""Correct: 20 ÷ 3 gives remainder 2, matching the second term in the cycle [2, 5, 8]."",""C"":""Assumes the remainder is 0 (interpreting 20 as the end of the 6th cycle)."",""D"":""Chooses an arbitrary number unrelated to the pattern."",""E"":""Adds 3 to the incorrect term from the cycle.""}","{""steps"":[""Identify the repeating cycle: [2, 5, 8]."",""Calculate 20 ÷ 3 = 6 with remainder 2. The 20th term is the second term in the cycle.""],""key_insight"":""Use division remainder to find the position within the repeating pattern.""}","[""List the first 9 terms to confirm the cycle length."",""Divide the term position by the cycle length and examine the remainder.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:09:19.220532Z"",""blueprint_code"":""arithmetic_progression_membership""}","{""spec"":{},""type"":""none"",""required"":false}",arithmetic_progression_membership,dev,draft,true,false,none,2026-05-31 15:09:19.220532+00
waterloo_gauss_magnitude_proximity_benchmarking_part_a_202605311510142232,waterloo_gauss,number_sense,decimals,part_a,quantitative_anchoring,Which of the following numbers is closest to 1.5?,"{""A"":""1.4"",""B"":""1.6"",""C"":""3/2"",""D"":""1.55"",""E"":""1.45""}",C,"[""Comparing decimals and fractions"",""Using benchmarks for proximity"",""Calculating absolute differences""]","[""Comparing digit count instead of value"",""Using wrong benchmark"",""Ignoring exact matches""]","{""A"":""1.4 is 0.1 less than 1.5 but not the closest."",""B"":""1.6 is 0.1 greater than 1.5 but not the closest."",""C"":null,""D"":""1.55 is 0.05 greater than 1.5 but not exact."",""E"":""1.45 is 0.05 less than 1.5 but not exact.""}","{""steps"":[""Convert all options to decimals: 3/2 = 1.5, others are already decimals."",""Compare the absolute differences from 1.5: 3/2 (1.5) has zero difference.""],""key_insight"":""Exact matches to the benchmark are always the closest.""}","[""Convert fractions to decimals for direct comparison."",""Calculate how far each number is from 1.5."",""Look for the smallest absolute difference.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:10:10.221080Z"",""blueprint_code"":""magnitude_proximity_benchmarking""}","{""spec"":{},""type"":""none"",""required"":false}",magnitude_proximity_benchmarking,dev,draft,true,false,none,2026-05-31 15:10:10.22108+00
waterloo_gauss_magnitude_proximity_benchmarking_part_a_202605311511058702,waterloo_gauss,number_sense,decimals,part_a,quantitative_anchoring,Which of the following numbers is closest to 0.64?,"{""A"":""0.6"",""B"":""0.62"",""C"":""0.65"",""D"":""0.68"",""E"":""0.7""}",C,"[""Comparing decimal values"",""Benchmark proximity analysis""]","[""Comparing digit count instead of value"",""Using wrong benchmark""]","{""A"":""This value is 0.04 less than 0.64, making it farther than option C."",""B"":""This value is 0.02 less than 0.64, but still farther than option C."",""C"":""null"",""D"":""This value is 0.04 greater than 0.64, matching the distance of option A."",""E"":""This value is 0.06 greater than 0.64, making it the farthest.""}","{""steps"":[""Calculate the absolute difference between each option and 0.64."",""Compare the differences to identify the smallest one.""],""key_insight"":""The smallest absolute difference indicates the closest number to the benchmark.""}","[""Find how far each number is from 0.64 by subtracting."",""Compare the results to determine the smallest distance."",""Remember to consider both smaller and larger values equally.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:11:01.245123Z"",""blueprint_code"":""magnitude_proximity_benchmarking""}","{""spec"":{},""type"":""none"",""required"":false}",magnitude_proximity_benchmarking,dev,draft,true,false,none,2026-05-31 15:11:01.245123+00
waterloo_gauss_magnitude_proximity_benchmarking_part_a_202605311512465594,waterloo_gauss,number_sense,decimals,part_a,quantitative_anchoring,Which of the following numbers is closest to 1.0?,"{""A"":""0.9"",""B"":""1.1"",""C"":""0.95"",""D"":""1.05"",""E"":""1.01""}",E,"[""Compare decimal values using a benchmark"",""Calculate absolute differences""]","[""Comparing digit count instead of value"",""Using wrong benchmark"",""Ignoring equal partitions or scale""]","{""A"":""0.9 is 0.1 away from 1.0, but another option is closer."",""B"":""1.1 is 0.1 away from 1.0, but another option is closer."",""C"":""0.95 is 0.05 away from 1.0, but another option is closer."",""D"":""1.05 is 0.05 away from 1.0, but another option is closer."",""E"":null}","{""steps"":[""Calculate the absolute difference between each option and 1.0."",""Compare the differences: |0.9 - 1.0| = 0.1, |1.1 - 1.0| = 0.1, |0.95 - 1.0| = 0.05, |1.05 - 1.0| = 0.05, |1.01 - 1.0| = 0.01."",""The smallest difference is 0.01, so 1.01 is closest.""],""key_insight"":""The closest value has the smallest absolute difference from the benchmark (1.0).""}","[""Find how far each number is from 1.0 by subtracting."",""The smallest distance means the closest value."",""Look for the option with the least difference from the benchmark.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:12:42.218214Z"",""blueprint_code"":""magnitude_proximity_benchmarking""}","{""spec"":{},""type"":""none"",""required"":false}",magnitude_proximity_benchmarking,dev,draft,true,false,none,2026-05-31 15:12:42.218214+00
waterloo_gauss_magnitude_proximity_benchmarking_part_a_202605311513365494,waterloo_gauss,number_sense,decimals,part_a,quantitative_anchoring,Which of the following numbers is closest to 0.5?,"{""A"":""0.48"",""B"":""0.53"",""C"":""0.45"",""D"":""0.51"",""E"":""0.6""}",D,"[""Comparing decimal values"",""Calculating absolute differences"",""Benchmark proximity analysis""]","[""Comparing digit count instead of value"",""Using wrong benchmark"",""Ignoring equal partitions or scale""]","{""A"":""Close to 0.5 but not the closest; difference is 0.02."",""B"":""Slightly further from 0.5 than the correct answer; difference is 0.03."",""C"":""Further from 0.5; difference is 0.05."",""E"":""Farthest from 0.5; difference is 0.10.""}","{""steps"":[""Calculate the absolute difference between each option and 0.5."",""Compare the differences: |0.51 - 0.5| = 0.01 (smallest difference).""],""key_insight"":""The number with the smallest absolute difference from 0.5 is the closest.""}","[""Find how far each number is from 0.5 by subtracting."",""Convert numbers to fractions (e.g., 0.51 = 51/100) to compare distances."",""Line up the decimals and compare digit by digit starting from the tenths place.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:13:33.304429Z"",""blueprint_code"":""magnitude_proximity_benchmarking""}","{""spec"":{},""type"":""none"",""required"":false}",magnitude_proximity_benchmarking,dev,draft,true,false,none,2026-05-31 15:13:33.304429+00
waterloo_gauss_multi_constraint_case_listing_part_a_202605311514286811,waterloo_gauss,counting_and_probability,logic,part_a,exhaustive_case_analysis,"How many three-digit numbers have an even hundreds digit, a tens digit that is a multiple of 3, and a units digit that is a prime number?","{""A"":""48"",""B"":""56"",""C"":""64"",""D"":""72"",""E"":""80""}",C,"[""Systematic enumeration"",""Constraint analysis"",""Combinatorial multiplication""]","[""Skipping cases"",""Double-counting"",""Not using the strongest constraint first""]","{""A"":""Incorrect. This may result from miscounting the number of valid digits in one of the positions (e.g., missing a valid multiple of 3 or prime)."",""B"":""Incorrect. This might be due to miscalculating the product of the number of choices for each digit."",""C"":""Correct. The correct count is 4 (even hundreds digits) × 4 (multiples of 3 for tens) × 4 (prime units digits)."",""D"":""Incorrect. This could arise from including invalid digits, such as allowing the hundreds digit to be zero."",""E"":""Incorrect. Likely from considering an extra option in one of the digit categories, like including 1 as a prime or 0 as a valid hundreds digit.""}","{""steps"":[""Hundreds digit (even): 2,4,6,8 → 4 choices"",""Tens digit (multiple of 3): 0,3,6,9 → 4 choices"",""Units digit (prime): 2,3,5,7 → 4 choices"",""Total = 4 × 4 × 4 = 64""],""key_insight"":""Each digit has independent constraints, so multiply the number of options for each position.""}","[""Determine the number of choices for each digit position based on the given constraints."",""Multiply the number of choices for each position to find the total number of valid numbers."",""Check that all constraints are satisfied for each digit.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:14:23.233000Z"",""blueprint_code"":""multi_constraint_case_listing""}","{""spec"":{},""type"":""none"",""required"":false}",multi_constraint_case_listing,dev,draft,true,false,none,2026-05-31 15:14:23.233+00
waterloo_gauss_multi_constraint_case_listing_part_a_202605311515202599,waterloo_gauss,counting_and_probability,logic,part_a,exhaustive_case_analysis,How many two-digit even numbers have distinct digits and a digit sum less than 10?,"{""A"":""20"",""B"":""22"",""C"":""23"",""D"":""24"",""E"":""25""}",C,"[""systematic_case_analysis"",""constraint_application"",""digit_property_recognition""]","[""Skipping cases"",""double-counting"",""not using the strongest constraint first""]","{""A"":""Misses cases ending with 0 or miscounts numbers with smaller digit sums."",""B"":""Miscounts by overlooking one case in units digit 0 or 2."",""C"":""Correct. Systematic analysis of each even units digit and valid tens digits."",""D"":""Adds an extra case from misapplying the digit sum constraint."",""E"":""Includes numbers with repeated digits or incorrectly counts boundary conditions.""}","{""steps"":[""List all two-digit even numbers (ending in 0,2,4,6,8) with distinct digits."",""For each case, count numbers where the digit sum is less than 10."",""Add results: 9 (ending in 0) + 6 (ending in 2) + 4 (ending in 4) + 3 (ending in 6) + 1 (ending in 8) = 23.""],""key_insight"":""Start with the tightest constraint (even numbers), then apply digit sum and uniqueness rules systematically.""}","[""Start by listing all even units digits (0,2,4,6,8)."",""For each, find valid tens digits that are distinct and make the digit sum <10."",""Use a table to organize counts for each units digit case.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:15:15.224553Z"",""blueprint_code"":""multi_constraint_case_listing""}","{""spec"":{},""type"":""none"",""required"":false}",multi_constraint_case_listing,dev,draft,true,false,none,2026-05-31 15:15:15.224553+00
waterloo_gauss_multi_constraint_case_listing_part_a_202605311516099539,waterloo_gauss,counting_probability,logic,part_a,exhaustive_case_analysis,"How many two-digit numbers exist such that: 
1. The first digit is even,
2. The second digit is odd, and
3. The sum of the digits is less than 10?","{""A"":""8"",""B"":""10"",""C"":""12"",""D"":""15"",""E"":""20""}",B,"[""Systematic case enumeration"",""Constraint application""]","[""Skipping cases"",""Double-counting"",""Ignoring digit position constraints""]","{""A"":""Misses cases where the first digit is 8 or 6 with valid second digits"",""C"":""Includes invalid numbers where digits sum to 10 or more"",""D"":""Counts all even-odd digit pairs without applying the sum constraint"",""E"":""Counts all two-digit numbers with even first digits and odd second digits""}","{""steps"":[""List even first digits (2,4,6,8) and odd second digits (1,3,5,7,9)"",""For each even first digit, count valid odd second digits that keep the sum < 10""],""key_insight"":""Start with the strongest constraint (first digit even) and systematically test combinations against all constraints""}","[""Which constraint narrows the options most? Start with the first digit being even."",""Create a table: first column = even first digits, second column = valid odd second digits for each."",""Add up the counts from each row of your table.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:16:07.237162Z"",""blueprint_code"":""multi_constraint_case_listing""}","{""spec"":{},""type"":""none"",""required"":false}",multi_constraint_case_listing,dev,draft,true,false,none,2026-05-31 15:16:07.237162+00
waterloo_gauss_multi_constraint_case_listing_part_a_202605311517516874,waterloo_gauss,counting_and_probability,logic,part_a,exhaustive_case_analysis,"How many two-digit numbers have both digits odd, are greater than 25, and have different digits?","{""A"":""12"",""B"":""16"",""C"":""20"",""D"":""24"",""E"":""8""}",B,"[""constraint identification"",""systematic enumeration"",""combinatorics""]","[""skipping cases"",""double-counting"",""stopping after partial analysis""]","{""A"":""Misses numbers with tens digits 7 and 9, stopping at 5 only"",""C"":""Counts numbers with repeated digits allowed instead of enforcing different digits"",""D"":""Includes invalid numbers starting with 1 or 2 that are not greater than 25"",""E"":""Only counts numbers starting with 3 and includes invalid numbers under 25""}","{""steps"":[""List odd digits: 1, 3, 5, 7, 9"",""Identify valid tens digits (numbers >25): 3, 5, 7, 9"",""For each valid tens digit, count possible units digits (excluding itself): 4 choices each""],""key_insight"":""Start with the strongest constraint (numbers >25) to reduce cases first""}","[""List all odd digits first: 1, 3, 5, 7, 9"",""What tens digits make the number greater than 25?"",""For each valid tens digit, how many different odd digits can be in the units place?""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:17:48.233594Z"",""blueprint_code"":""multi_constraint_case_listing""}","{""spec"":{},""type"":""none"",""required"":false}",multi_constraint_case_listing,dev,draft,true,false,none,2026-05-31 15:17:48.233594+00
waterloo_gauss_multi_constraint_case_listing_part_a_202605311518443784,waterloo_gauss,counting_and_probability,logic,part_a,exhaustive_case_analysis,"How many three-digit numbers greater than 150 have hundreds digit less than 3, an even tens digit, and a units digit that is a multiple of 5?","{""A"":""10"",""B"":""14"",""C"":""20"",""D"":""24"",""E"":""28""}",B,"[""case_analysis"",""constraint_combination"",""systematic_counting""]","[""skipping_cases"",""double-counting"",""not_using_strongest_constraint_first""]","{""A"":""Counts only numbers with hundreds digit 2, ignoring valid numbers with hundreds digit 1."",""C"":""Includes all numbers with hundreds digit 1 or 2 but ignores the 'greater than 150' constraint."",""D"":""Incorrectly adds extra cases by misapplying constraints on tens digits."",""E"":""Overcounts by incorrectly including numbers with invalid digit combinations.""}","{""steps"":[""Break into cases: hundreds digit 1 and 2."",""For hundreds digit 1: tens digit must be 6 or 8 (to satisfy >150), and units digit 0 or 5 → 2×2=4 numbers."",""For hundreds digit 2: tens digit 0,2,4,6,8 and units digit 0 or 5 → 5×2=10 numbers."",""Total = 4 + 10 = 14.""],""key_insight"":""Split the problem into cases based on hundreds digit and apply constraints sequentially.""}","[""Start by listing numbers with hundreds digit 1 and check which satisfy the 'greater than 150' rule."",""For hundreds digit 1, how many even tens digits make the number greater than 150?"",""Separately count valid numbers for hundreds digit 2, then add to the previous count.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:18:38.513011Z"",""blueprint_code"":""multi_constraint_case_listing""}","{""type"":""none"",""required"":false}",multi_constraint_case_listing,dev,draft,true,false,none,2026-05-31 15:18:38.513011+00
waterloo_gauss_prime_factor_synthesis_part_b_202605311519343430,waterloo_gauss,number_sense,prime_numbers,part_b,integer_deconstruction,Two positive integers have a product of 72 and their greatest common factor is 6. What is their least common multiple?,"{""A"":""6"",""B"":""12"",""C"":""18"",""D"":""24"",""E"":""36""}",B,"[""decompose numbers using prime factors"",""apply GCF/LCM relationships"",""analyze factor pairs""]","[""treating GCF as LCM directly"",""overlooking coprime relationships"",""miscalculating LCM from factor pairs""]","{""A"":""Confuses GCF with LCM directly."",""C"":""Incorrectly adds the two numbers instead of calculating LCM."",""D"":""Miscalculates LCM by including extra prime factors."",""E"":""Assumes both numbers are multiples of 6 and 6, but 6×6≠72.""}","{""steps"":[""Let the numbers be 6a and 6b where GCF(a,b)=1"",""6a×6b=36ab=72 ⇒ ab=2 ⇒ (a,b)=(1,2)"",""LCM(6,12)=12""],""key_insight"":""Use GCF relationships to simplify LCM calculations via prime factors.""}","[""Start by expressing the numbers as multiples of their GCF."",""Find coprime factors whose product equals the remaining value."",""Remember LCM × GCF = product of the two numbers.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:19:31.251146Z"",""blueprint_code"":""prime_factor_synthesis""}","{""spec"":{},""type"":""none"",""required"":false}",prime_factor_synthesis,dev,draft,true,false,none,2026-05-31 15:19:31.251146+00
waterloo_gauss_prime_factor_synthesis_part_b_202605311520250601,waterloo_gauss,number_sense,prime_numbers,part_b,integer_deconstruction,"The greatest common factor of two numbers is 6 and their least common multiple is 36. If neither number is a multiple of the other, what is the sum of the two numbers?","{""A"":""24"",""B"":""30"",""C"":""36"",""D"":""42"",""E"":""48""}",B,"[""Apply GCF/LCM relationships"",""Factor pair enumeration"",""Constraint satisfaction""]","[""Confusing GCF with LCM relationships"",""Overlooking uniqueness constraints"",""Ignoring multiplicative/divisibility constraints""]","{""A"":""Adds 6 and 18, but 6×18=108≠216 (product of numbers must be GCF×LCM=216)"",""C"":""Confuses LCM value with the requested sum"",""D"":""Considers the (6,36) pair which violates the 'no multiples' constraint"",""E"":""Arbitrarily adds numbers without validating GCF/LCM requirements""}","{""steps"":[""Let numbers be 6a and 6b with GCF(a,b)=1"",""LCM(6a,6b)=6ab=36 ⇒ ab=6"",""Valid coprime pairs (a,b): (2,3)"",""Numbers: 12 and 18 → Sum = 30""],""key_insight"":""Numbers must satisfy both GCF/LCM requirements and the 'no multiples' constraint""}","[""Multiply GCF and LCM to find the product of the two numbers"",""Find factor pairs of the product that match the GCF requirement"",""Eliminate pairs that violate the 'no multiples' condition""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:20:20.483751Z"",""blueprint_code"":""prime_factor_synthesis""}","{""spec"":{},""type"":""none"",""required"":false}",prime_factor_synthesis,dev,draft,true,false,none,2026-05-31 15:20:20.483751+00
waterloo_gauss_prime_factor_synthesis_part_b_202605311521169582,waterloo_gauss,number_sense,prime_numbers,part_b,integer_deconstruction,"The product of two different positive integers is 36, and their greatest common factor is 2. What is their sum?","{""A"":""15"",""B"":""20"",""C"":""18"",""D"":""24"",""E"":""22""}",B,"[""Prime factorization"",""Greatest Common Factor (GCF) analysis"",""Constraint-based problem solving""]","[""Choosing factors with incorrect GCF"",""Treating composite numbers as prime"",""Overlooking uniqueness constraints""]","{""A"":""Selects factors with GCF = 3 (3 and 12) instead of GCF = 2"",""C"":""Chooses non-GCF factors (4 and 9) with sum 13 but mislabels it as 18"",""D"":""Considers trivial factors (1 and 36) with GCF = 1"",""E"":""Estimates without proper factor analysis""}","{""steps"":[""List all factor pairs of 36: (1,36), (2,18), (3,12), (4,9), (6,6)"",""Calculate GCF for each pair: Only (2,18) has GCF = 2"",""Sum the qualifying pair: 2 + 18 = 20""],""key_insight"":""Decompose the product into prime factors (2²×3²) to identify valid pairs meeting GCF constraints""}","[""Start by listing all factor pairs of 36"",""Check the GCF of each pair using prime factorization"",""Verify that the selected numbers are distinct and meet all constraints""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:21:12.235754Z"",""blueprint_code"":""prime_factor_synthesis""}","{""spec"":{},""type"":""none"",""required"":false}",prime_factor_synthesis,dev,draft,true,false,none,2026-05-31 15:21:12.235754+00
waterloo_gauss_prime_factor_synthesis_part_b_202605311522584955,waterloo_gauss,number_sense,prime_numbers,part_b,integer_deconstruction,Two positive integers have a product of 288 and a least common multiple (LCM) of 72. What is their greatest common divisor (GCD)?,"{""A"":""2"",""B"":""4"",""C"":""6"",""D"":""8"",""E"":""12""}",B,"[""Apply LCM-GCD-product relationship"",""Factor pair decomposition""]","[""confusing GCF and LCM relationships"",""treating composite divisors as prime""]","{""A"":""Incorrectly divides 288 by 72 then divides by 2 again instead of solving directly."",""C"":""Assumes GCD is a factor of 72 without verifying the product relationship."",""D"":""Treats LCM as GCD directly instead of applying the LCM-GCD-product formula."",""E"":""Miscalculates by using 72 ÷ (288 ÷ 72) instead of 288 ÷ 72.""}","{""steps"":[""Use the formula: product = LCM × GCD"",""Plug in values: 288 = 72 × GCD"",""Solve for GCD: GCD = 288 ÷ 72 = 4""],""key_insight"":""The product of two numbers equals the product of their LCM and GCD.""}","[""Recall the formula: product of numbers = LCM × GCD"",""If LCM is 72 and product is 288, divide 288 by 72 to find GCD"",""Check if 4 divides both numbers (e.g., 8 and 36) that satisfy the conditions""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:22:55.411222Z"",""blueprint_code"":""prime_factor_synthesis""}","{""spec"":{},""type"":""none"",""required"":false}",prime_factor_synthesis,dev,draft,true,false,none,2026-05-31 15:22:55.411222+00
waterloo_gauss_prime_factor_synthesis_part_b_202605311523507388,waterloo_gauss,number_sense,prime_numbers,part_b,integer_deconstruction,Two positive integers have a product of 288 and their least common multiple is 24. What is the sum of these two integers?,"{""A"":""34"",""B"":""36"",""C"":""38"",""D"":""40"",""E"":""42""}",B,"[""Prime factorization"",""LCM-GCD relationships"",""Factor pair analysis""]","[""Choosing numbers with correct product but incorrect LCM"",""Treating composite factors as prime"",""Misapplying LCM/GCD formulas""]","{""A"":""Chooses 16 and 18 (product 288 but LCM=144, not 24)"",""C"":""Adds 18 and 20 (product=360) that fail both product and LCM constraints"",""D"":""Mistakenly uses 12 and 28 (product=336)"",""E"":""Selects 12 and 30 (product=360) with incorrect LCM""}","{""steps"":[""Calculate GCD: GCD = (288 ÷ 24) = 12"",""Express numbers as 12x and 12y where x and y are coprime"",""Find x and y such that 12x×12y=288 → xy=2"",""Only coprime pair (x,y)=(1,2) satisfies xy=2"",""Final numbers: 12×1=12 and 12×2=24 → Sum=36""],""key_insight"":""Use LCM-GCD-product relationship and coprime factor analysis to find valid pairs""}","[""Start with the formula: LCM(a,b) × GCD(a,b) = a × b"",""Express numbers as multiples of their GCD"",""List all coprime factor pairs of the adjusted product""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:23:45.229622Z"",""blueprint_code"":""prime_factor_synthesis""}","{""spec"":{},""type"":""none"",""required"":false}",prime_factor_synthesis,dev,draft,true,false,none,2026-05-31 15:23:45.229622+00
waterloo_gauss_proportional_rate_scaling_part_a_202605311524428579,waterloo_gauss,number_sense,mixed,part_a,dynamic_state_transformation,A car uses 5 liters of fuel to travel 100 kilometers. How many liters of fuel would it use to travel 250 kilometers?,"{""A"":""12.5 liters"",""B"":""50 liters"",""C"":""25 liters"",""D"":""10 liters"",""E"":""125 liters""}",A,"[""Scaling rates"",""Proportional reasoning""]","[""Scaling in wrong direction"",""Cross-multiplication mistakes""]","{""A"":null,""B"":""Student divided 250 by 5 instead of multiplying 5 by 2.5."",""C"":""Student incorrectly multiplied 5 by 5, assuming the scaling factor is 5 instead of 2.5."",""D"":""Student calculated fuel for 200 km (10 liters) but neglected the remaining 50 km."",""E"":""Student multiplied 5 liters by 250 km without dividing by the rate per 100 km.""}","{""steps"":[""Calculate the fuel consumption rate: 5 liters per 100 km."",""Determine the scaling factor: 250 km ÷ 100 km = 2.5."",""Multiply the base fuel amount by the scaling factor: 5 liters × 2.5 = 12.5 liters.""],""key_insight"":""Use the rate of fuel consumption and scale it proportionally to the new distance.""}","[""Find how much fuel is used per kilometer, then multiply by 250."",""Set up a proportion: 5 liters / 100 km = x liters / 250 km."",""Solve for x by cross-multiplying and dividing.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:24:37.340401Z"",""blueprint_code"":""proportional_rate_scaling""}","{""spec"":{},""type"":""none"",""required"":false}",proportional_rate_scaling,dev,draft,true,false,none,2026-05-31 15:24:37.340401+00
